ESNTL_NO,WRD_NM,AFRM_SCORE_VALUE,NEGA_SCORE_VALUE
"16655","릴렉스","0.00015","0.00004"
"16656","릴로","0.00001","0.00002"
"16657","릴리","0.00278","0.00193"
"16658","릴리스","0.00003","0.00000"
"16659","릴리아","0.00006","0.00004"
"16660","릴리아나","0.00003","0.00000"
"16661","릴리안","0.00004","0.00002"
"16662","릴리앙","0.00001","0.00000"
"16663","릴리언","0.00006","0.00006"
"16664","릴리에","0.00003","0.00000"
"16665","릴리엔탈","0.00001","0.00000"
"16666","릴리즈","0.00001","0.00000"
"16667","릴케","0.00047","0.00063"
"16668","림보","0.00009","0.00000"
"16669","림스키","0.00002","0.00000"
"16670","림프","0.00075","0.00059"
"16671","립글로스","0.00002","0.00004"
"16672","립니","0.00112","0.00130"
"16673","립도","0.00001","0.00002"
"16674","립맨","0.00013","0.00002"
"16675","립사","0.00001","0.00000"
"16676","립스","0.00025","0.00015"
"16677","립스틱","0.00036","0.00045"
"16678","립식","0.00029","0.00024"
"16679","립지","0.00002","0.00002"
"16680","릿지","0.00002","0.00000"
"16681","릿쿄","0.00002","0.00002"
"16682","링가","0.00001","0.00006"
"16683","링거","0.00011","0.00009"
"16684","링겐","0.00002","0.00000"
"16685","링겔만","0.00002","0.00002"
"16686","링고","0.00026","0.00045"
"16687","링구아","0.00001","0.00000"
"16688","링링","0.00013","0.00000"
"16689","링산","0.00001","0.00000"
"16690","링스","0.00004","0.00000"
"16691","링월드","0.00003","0.00000"
"16692","링추","0.00001","0.00000"
"16693","링커","0.00002","0.00004"
"16694","링컨","0.00175","0.00255"
"16695","링크","0.00156","0.00214"
"16696","링크드","0.00007","0.00007"
"16697","링클","0.00001","0.00000"
"16698","링클레이터","0.00001","0.00000"
"16699","링턴","0.00003","0.00000"
"16700","마가","0.00046","0.00041"
"16701","마가레테","0.00001","0.00006"
"16702","마가렛","0.00012","0.00026"
"16703","마가리타","0.00001","0.00000"
"16704","마가린","0.00022","0.00009"
"16705","마가타","0.00008","0.00024"
"16706","마각","0.00001","0.00002"
"16707","마갈","0.00001","0.00000"
"16708","마갈리","0.00002","0.00000"
"16709","마감","0.00485","0.00537"
"16710","마개","0.00030","0.00007"
"16711","마거리트","0.00002","0.00000"
"16712","마거릿","0.00085","0.00059"
"16713","마게","0.00005","0.00006"
"16714","마견","0.00001","0.00000"
"16715","마경","0.00002","0.00002"
"16716","마계","0.00009","0.00022"
"16717","마고","0.00042","0.00011"
"16718","마고메","0.00001","0.00004"
"16719","마고자","0.00002","0.00002"
"16720","마곡","0.00011","0.00006"
"16721","마곳","0.00002","0.00004"
"16722","마공","0.00005","0.00000"
"16723","마과","0.00005","0.00002"
"16724","마관","0.00002","0.00000"
"16725","마광수","0.00010","0.00024"
"16726","마교","0.00002","0.00000"
"16727","마구","0.01005","0.00788"
"16728","마군","0.00005","0.00000"
"16729","마굴리스","0.00001","0.00002"
"16730","마권","0.00002","0.00011"
"16731","마귀","0.00058","0.00069"
"16732","마그","0.00005","0.00004"
"16733","마그나","0.00006","0.00007"
"16734","마그네","0.00006","0.00000"
"16735","마그네슘","0.00015","0.00015"
"16736","마그네시아","0.00002","0.00000"
"16737","마그넷","0.00004","0.00000"
"16738","마그누스","0.00007","0.00009"
"16739","마그다","0.00006","0.00000"
"16740","마그데부르크","0.00001","0.00000"
"16741","마그리트","0.00021","0.00022"
"16742","마그마","0.00035","0.00006"
"16743","마기","0.00004","0.00007"
"16744","마나","0.00059","0.00061"
"16745","마나다","0.00011","0.00020"
"16746","마나미","0.00014","0.00015"
"16747","마나부","0.00016","0.00013"
"16748","마나우스","0.00001","0.00000"
"16749","마날","0.00001","0.00000"
"16750","마냐","0.00005","0.00007"
"16751","마냥","0.00042","0.00033"
"16752","마네","0.00028","0.00041"
"16753","마네키네코","0.00004","0.00000"
"16754","마네킹","0.00017","0.00004"
"16755","마네트","0.00015","0.00011"
"16756","마녀","0.01353","0.01216"
"16757","마노","0.00040","0.00015"
"16758","마노스","0.00001","0.00000"
"16759","마놀로","0.00002","0.00006"
"16760","마농","0.00046","0.00026"
"16761","마누","0.00018","0.00017"
"16762","마누라","0.00037","0.00017"
"16763","마누스","0.00001","0.00002"
"16764","마누엘","0.00021","0.00017"
"16765","마누엘라","0.00004","0.00002"
"16766","마뉴","0.00011","0.00002"
"16767","마늘","0.00141","0.00126"
"16768","마니","0.00168","0.00072"
"16769","마니아","0.00128","0.00164"
"16770","마닐라","0.00006","0.00002"
"16771","마님","0.00023","0.00035"
"16772","마다","0.00341","0.00336"
"16773","마다가스카","0.00001","0.00000"
"16774","마다가스카르","0.00014","0.00009"
"16775","마다다","0.00003","0.00004"
"16776","마달레나","0.00003","0.00000"
"16777","마담","0.00058","0.00078"
"16778","마담의크스","0.00001","0.00002"
"16779","마당","0.00710","0.00576"
"16780","마대","0.00004","0.00006"
"16781","마더","0.00130","0.00186"
"16782","마데이라","0.00003","0.00004"
"16783","마도","0.00012","0.00013"
"16784","마도로스","0.00001","0.00000"
"16785","마도사","0.00001","0.00000"
"16786","마도카","0.00018","0.00020"
"16787","마돈나","0.00011","0.00011"
"16788","마동","0.00001","0.00002"
"16790","마두","0.00007","0.00000"
"16791","마두리","0.00013","0.00000"
"16792","마드","0.00067","0.00072"
"16793","마드리드","0.00034","0.00019"
"16794","마들","0.00007","0.00007"
"16795","마들렌","0.00064","0.00048"
"16796","마들렌느","0.00001","0.00000"
"16797","마들린","0.00026","0.00007"
"16798","마들이","0.00001","0.00004"
"16799","마디","0.07224","0.08072"
"16800","마디간","0.00001","0.00000"
"16801","마디나","0.00001","0.00000"
"16802","마디다","0.00016","0.00015"
"16803","마땅찮다","0.00002","0.00002"
"16804","마땅히","0.00160","0.00154"
"16805","마뜩다","0.00004","0.00006"
"16806","마뜩찮다","0.00004","0.00004"
"16807","마라","0.00176","0.00203"
"16808","마라도나","0.00002","0.00000"
"16809","마라라","0.00001","0.00000"
"16810","마라이","0.00002","0.00002"
"16811","마라카스","0.00005","0.00000"
"16812","마라케시","0.00001","0.00009"
"16813","마라톤","0.00195","0.00206"
"16814","마라트","0.00001","0.00000"
"16815","마람","0.00010","0.00000"
"16816","마랑","0.00001","0.00000"
"16817","마래","0.00002","0.00000"
"16818","마랭","0.00002","0.00002"
"16819","마량","0.00008","0.00002"
"16820","마레","0.00010","0.00002"
"16821","마레스코티","0.00001","0.00000"
"16822","마렉","0.00002","0.00000"
"16823","마려","0.00003","0.00006"
"16824","마력","0.00140","0.00117"
"16825","마련","0.01449","0.01364"
"16826","마렵다","0.00049","0.00019"
"16827","마령","0.00002","0.00000"
"16828","마로","0.00018","0.00020"
"16829","마로니","0.00001","0.00000"
"16830","마로니에","0.00012","0.00017"
"16831","마론","0.00008","0.00006"
"16832","마롱","0.00003","0.00000"
"16833","마룡","0.00007","0.00002"
"16834","마루","0.00302","0.00240"
"16835","마루네","0.00002","0.00002"
"16836","마루노우치","0.00001","0.00002"
"16837","마루미","0.00002","0.00000"
"16838","마루야마","0.00015","0.00017"
"16839","마루치","0.00001","0.00000"
"16840","마룬","0.00006","0.00000"
"16841","마룻","0.00012","0.00009"
"16842","마르","0.00072","0.00030"
"16843","마르가레타","0.00001","0.00000"
"16844","마르가리타","0.00008","0.00000"
"16845","마르고","0.00003","0.00000"
"16846","마르그레테","0.00001","0.00000"
"16847","마르그리트","0.00009","0.00026"
"16848","마르기트","0.00006","0.00000"
"16849","마르께스","0.00003","0.00000"
"16850","마르니","0.00001","0.00000"
"16851","마르다","0.00982","0.01005"
"16852","마르두크","0.00002","0.00004"
"16853","마르디","0.00003","0.00007"
"16854","마르모트","0.00005","0.00004"
"16855","마르부르크","0.00001","0.00000"
"16856","마르세유","0.00004","0.00004"
"16857","마르세이유","0.00001","0.00000"
"16858","마르셀","0.00044","0.00052"
"16859","마르셀린","0.00001","0.00000"
"16860","마르셰","0.00003","0.00000"
"16861","마르소","0.00001","0.00006"
"16862","마르쉘","0.00001","0.00000"
"16863","마르스","0.00010","0.00004"
"16864","마르시아","0.00004","0.00000"
"16865","마르완","0.00005","0.00000"
"16866","마르잔","0.00004","0.00000"
"16867","마르지","0.00004","0.00004"
"16868","마르첼로","0.00003","0.00002"
"16869","마르케","0.00001","0.00000"
"16870","마르케스","0.00020","0.00032"
"16871","마르케타","0.00001","0.00000"
"16872","마르켄","0.00001","0.00000"
"16873","마르코","0.00059","0.00058"
"16874","마르코니","0.00002","0.00007"
"16875","마르코스","0.00007","0.00006"
"16876","마르코프","0.00001","0.00000"
"16877","마르쿠스","0.00065","0.00048"
"16878","마르쿠제","0.00002","0.00002"
"16879","마르크","0.00063","0.00069"
"16880","마르크스","0.00204","0.00253"
"16881","마르크시즘","0.00002","0.00000"
"16882","마르키","0.00001","0.00000"
"16883","마르타","0.00037","0.00017"
"16884","마르탱","0.00052","0.00052"
"16885","마르텐","0.00002","0.00000"
"16886","마르텔","0.00001","0.00006"
"16887","마르텡","0.00002","0.00000"
"16888","마르트","0.00009","0.00006"
"16889","마르티","0.00002","0.00002"
"16890","마르티나","0.00002","0.00002"
"16891","마르티네","0.00001","0.00000"
"16892","마르티네스","0.00001","0.00000"
"16893","마르티네즈","0.00002","0.00000"
"16894","마르티넥","0.00002","0.00000"
"16895","마르티니","0.00001","0.00000"
"16896","마르틴","0.00056","0.00059"
"16897","마르틴스","0.00001","0.00000"
"16898","마른","0.00002","0.00004"
"16899","마를렌","0.00006","0.00002"
"16900","마를린","0.00003","0.00002"
"16901","마름","0.00032","0.00033"
"16902","마리","0.01790","0.01777"
"16903","마리골드","0.00001","0.00000"
"16904","마리나","0.00034","0.00020"
"16905","마리너","0.00001","0.00002"
"16906","마리네","0.00005","0.00002"
"16907","마리노","0.00003","0.00004"
"16908","마리니","0.00001","0.00000"
"16909","마리사","0.00016","0.00006"
"16910","마리솔","0.00011","0.00000"
"16911","마리스","0.00001","0.00000"
"16912","마리아","0.00243","0.00364"
"16913","마리아나","0.00007","0.00002"
"16914","마리아노","0.00001","0.00000"
"16915","마리아주","0.00002","0.00000"
"16916","마리안","0.00013","0.00009"
"16917","마리안나","0.00001","0.00000"
"16918","마리안네","0.00002","0.00000"
"16919","마리안느","0.00003","0.00002"
"16920","마리암","0.00031","0.00004"
"16921","마리야","0.00001","0.00002"
"16922","마리에","0.00031","0.00033"
"16923","마리엘","0.00005","0.00000"
"16924","마리오","0.00043","0.00017"
"16925","마리오나","0.00001","0.00000"
"16926","마리오네트","0.00007","0.00017"
"16927","마리온","0.00003","0.00000"
"16928","마리옹","0.00005","0.00009"
"16929","마리우스","0.00054","0.00033"
"16930","마리인","0.00001","0.00000"
"16931","마리카","0.00036","0.00082"
"16932","마리코","0.00036","0.00050"
"16933","마리티무","0.00001","0.00004"
"16934","마리화나","0.00014","0.00019"
"16935","마린","0.00044","0.00059"
"16936","마린블루스","0.00004","0.00007"
"16937","마린스","0.00001","0.00000"
"16938","마린스키","0.00001","0.00000"
"16939","마릴라","0.00033","0.00022"
"16940","마릴린","0.00016","0.00030"
"16941","마립간","0.00003","0.00000"
"16942","마릿","0.00002","0.00000"
"16943","마링카","0.00016","0.00000"
"16944","마마","0.00141","0.00097"
"16945","마마두","0.00005","0.00000"
"16946","마망","0.00006","0.00006"
"16947","마멀레이드","0.00008","0.00004"
"16948","마멋","0.00003","0.00000"
"16949","마메","0.00030","0.00026"
"16950","마모","0.00019","0.00019"
"16951","마모루","0.00012","0.00004"
"16952","마모셋","0.00001","0.00000"
"16953","마몬","0.00003","0.00000"
"16954","마무","0.00005","0.00007"
"16955","마무르다","0.00001","0.00007"
"16956","마무리","0.01662","0.01966"
"16957","마무리다","0.00009","0.00009"
"16958","마무리짓다","0.00008","0.00015"
"16959","마물","0.00008","0.00015"
"16960","마미","0.00055","0.00048"
"16961","마미야","0.00004","0.00000"
"16962","마미코","0.00007","0.00004"
"16963","마버","0.00003","0.00000"
"16964","마법","0.02938","0.02113"
"16965","마법사","0.00002","0.00000"
"16966","마보","0.00004","0.00000"
"16967","마복자","0.00001","0.00009"
"16968","마부","0.00021","0.00024"
"16969","마분","0.00005","0.00002"
"16970","마블","0.00102","0.00113"
"16971","마블링","0.00009","0.00004"
"16972","마비","0.00269","0.00240"
"16973","마빈","0.00118","0.00167"
"16974","마빡","0.00005","0.00000"
"16975","마사","0.00101","0.00126"
"16976","마사나오","0.00001","0.00002"
"16977","마사노리","0.00002","0.00004"
"16978","마사노부","0.00005","0.00002"
"16979","마사루","0.00018","0.00007"
"16980","마사무네","0.00002","0.00000"
"16981","마사미","0.00002","0.00004"
"16982","마사시","0.00007","0.00002"
"16983","마사아키","0.00002","0.00000"
"16984","마사야","0.00054","0.00013"
"16985","마사에","0.00002","0.00002"
"16986","마사오","0.00046","0.00045"
"16987","마사요시","0.00004","0.00004"
"16988","마사유키","0.00010","0.00000"
"16989","마사이","0.00017","0.00015"
"16990","마사지","0.00175","0.00139"
"16991","마사초","0.00002","0.00000"
"16992","마사카즈","0.00002","0.00000"
"16993","마사카츠","0.00004","0.00006"
"16994","마사코","0.00028","0.00024"
"16995","마사키","0.00015","0.00009"
"16996","마사키요","0.00002","0.00000"
"16997","마사타케","0.00001","0.00000"
"16998","마사토","0.00027","0.00015"
"16999","마사토시","0.00002","0.00004"
"17000","마사하루","0.00012","0.00006"
"17001","마사후미","0.00002","0.00002"
"17002","마사히로","0.00011","0.00004"
"17003","마사히코","0.00004","0.00004"
"17004","마산","0.00023","0.00004"
"17005","마살라","0.00001","0.00000"
"17006","마상","0.00007","0.00013"
"17007","마새","0.00001","0.00004"
"17008","마샤","0.00025","0.00015"
"17009","마샬","0.00017","0.00015"
"17010","마샹","0.00002","0.00002"
"17011","마서","0.00000","0.00011"
"17012","마설","0.00002","0.00000"
"17013","마성","0.00030","0.00015"
"17014","마세","0.00005","0.00000"
"17015","마세라티","0.00001","0.00000"
"17016","마션","0.00036","0.00089"
"17017","마셜","0.00025","0.00022"
"17018","마속","0.00002","0.00007"
"17019","마송","0.00001","0.00000"
"17020","마수","0.00056","0.00033"
"17021","마술","0.00722","0.00342"
"17022","마쉬","0.00011","0.00007"
"17023","마스","0.00072","0.00063"
"17024","마스노","0.00004","0.00009"
"17025","마스다","0.00172","0.00327"
"17026","마스든","0.00002","0.00000"
"17027","마스모토","0.00001","0.00004"
"17028","마스미","0.00003","0.00000"
"17029","마스오","0.00008","0.00004"
"17030","마스이","0.00001","0.00002"
"17031","마스카라","0.00008","0.00007"
"17032","마스코","0.00001","0.00000"
"17033","마스코트","0.00018","0.00015"
"17034","마스크","0.00393","0.00296"
"17035","마스크맨","0.00004","0.00000"
"17036","마스킹","0.00013","0.00009"
"17037","마스타","0.00002","0.00000"
"17038","마스타바","0.00001","0.00000"
"17039","마스터","0.00365","0.00318"
"17040","마스터베이션","0.00001","0.00002"
"17041","마스터스","0.00008","0.00002"
"17042","마스터즈","0.00001","0.00000"
"17043","마스턴","0.00001","0.00000"
"17044","마스트","0.00006","0.00004"
"17045","마슨","0.00001","0.00000"
"17046","마슬로바","0.00001","0.00000"
"17047","마시","0.00039","0.00032"
"17048","마시다","0.02297","0.02472"
"17049","마시마","0.00002","0.00004"
"17050","마시마로","0.00000","0.00007"
"17051","마시멜로","0.00174","0.00372"
"17052","마시모","0.00045","0.00048"
"17053","마시바","0.00004","0.00009"
"17054","마시아","0.00002","0.00002"
"17055","마시아스","0.00005","0.00022"
"17056","마식","0.00007","0.00006"
"17057","마신","0.00004","0.00002"
"17058","마실","0.00035","0.00078"
"17059","마쓰","0.00023","0.00028"
"17060","마쓰다","0.00009","0.00011"
"17061","마쓰모토","0.00029","0.00033"
"17062","마쓰바라","0.00002","0.00000"
"17063","마쓰시다","0.00001","0.00004"
"17064","마쓰시마","0.00001","0.00002"
"17065","마쓰시타","0.00032","0.00015"
"17066","마쓰야마","0.00001","0.00000"
"17067","마쓰오","0.00007","0.00011"
"17068","마쓰오카","0.00004","0.00000"
